0003|add [rbx],al
67876500|xchg esp,[ebp]
67876d00|xchg [ebp],ebp
67876d00|xchg ebp,[ebp]
67877500|xchg [ebp],esi
67877500|xchg esi,[ebp]
67877d00|xchg [ebp],edi
67877d00|xchg edi,[ebp]
678803|mov [ebx],al
67880424|mov [esp],al
678806|mov [esi],al
678807|mov [edi],al
67880b|mov [ebx],cl
67880c24|mov [esp],cl
67880e|mov [esi],cl
67880f|mov [edi],cl
678813|mov [ebx],dl
67881424|mov [esp],dl
678816|mov [esi],dl
678817|mov [edi],dl
67881b|mov [ebx],bl
67881c24|mov [esp],bl
67881e|mov [esi],bl
67881f|mov [edi],bl
678823|mov [ebx],ah
67882424|mov [esp],ah
678826|mov [esi],ah
678827|mov [edi],ah
67882b|mov [ebx],ch
67882c24|mov [esp],ch
67882e|mov [esi],ch
67882f|mov [edi],ch
678833|mov [ebx],dh
67883424|mov [esp],dh
678836|mov [esi],dh
678837|mov [edi],dh
67883b|mov [ebx],bh
67883c24|mov [esp],bh
67883e|mov [esi],bh
67883f|mov [edi],bh
67884500|mov [ebp],al
67884d00|mov [ebp],cl
67885500|mov [ebp],dl
67885d00|mov [ebp],bl
67886500|mov [ebp],ah
67886d00|mov [ebp],ch
67887500|mov [ebp],dh
67887d00|mov [ebp],bh
678903|mov [ebx],eax
67890424|mov [esp],eax
678906|mov [esi],eax
678907|mov [edi],eax
67890b|mov [ebx],ecx
67890c24|mov [esp],ecx
67890e|mov [esi],ecx
67890f|mov [edi],ecx
67891b|mov [ebx],ebx
67891c24|mov [esp],ebx
67891e|mov [esi],ebx
67891f|mov [edi],ebx
678923|mov [ebx],esp
67892424|mov [esp],esp
678926|mov [esi],esp
678927|mov [edi],esp
67892b|mov [ebx],ebp
67892c24|mov [esp],ebp
67892e|mov [esi],ebp
67892f|mov [edi],ebp
678933|mov [ebx],esi
67893424|mov [esp],esi
678936|mov [esi],esi
678937|mov [edi],esi
67893b|mov [ebx],edi
67893c24|mov [esp],edi
67893e|mov [esi],edi
67893f|mov [edi],edi
67894500|mov [ebp],eax
67894d00|mov [ebp],ecx
67895d00|mov [ebp],ebx
67896500|mov [ebp],esp
67896d00|mov [ebp],ebp
67897500|mov [ebp],esi
67897d00|mov [ebp],edi
678a03|mov al,[ebx]
678a0424|mov al,[esp]
678a06|mov al,[esi]
678a07|mov al,[edi]
678a0b|mov cl,[ebx]
678a0c24|mov cl,[esp]
678a0e|mov cl,[esi]
678a0f|mov cl,[edi]
678a13|mov dl,[ebx]
678a1424|mov dl,[esp]
678a16|mov dl,[esi]
678a17|mov dl,[edi]
678a1b|mov bl,[ebx]
678a1c24|mov bl,[esp]
678a1e|mov bl,[esi]
678a1f|mov bl,[edi]
678a23|mov ah,[ebx]
678a2424|mov ah,[esp]
678a26|mov ah,[esi]
678a27|mov ah,[edi]
678a2b|mov ch,[ebx]
678a2c24|mov ch,[esp]
678a2e|mov ch,[esi]
678a2f|mov ch,[edi]
678a33|mov dh,[ebx]
678a3424|mov dh,[esp]
678a36|mov dh,[esi]
678a37|mov dh,[edi]
678a3b|mov bh,[ebx]
678a3c24|mov bh,[esp]
678a3e|mov bh,[esi]
678a3f|mov bh,[edi]
678a4500|mov al,[ebp]
678a4d00|mov cl,[ebp]
678a5500|mov dl,[ebp]
678a5d00|mov bl,[ebp]
678a6500|mov ah,[ebp]
678a6d00|mov ch,[ebp]
678a7500|mov dh,[ebp]
678a7d00|mov bh,[ebp]
678b03|mov eax,[ebx]
678b0424|mov eax,[esp]
678b06|mov eax,[esi]
678b07|mov eax,[edi]
678b0b|mov ecx,[ebx]
678b0c24|mov ecx,[esp]
678b0e|mov ecx,[esi]
678b0f|mov ecx,[edi]
678b1b|mov ebx,[ebx]
678b1c24|mov ebx,[esp]
678b1e|mov ebx,[esi]
678b1f|mov ebx,[edi]
678b23|mov esp,[ebx]
678b2424|mov esp,[esp]
678b26|mov esp,[esi]
678b27|mov esp,[edi]
678b2b|mov ebp,[ebx]
678b2c24|mov ebp,[esp]
678b2e|mov ebp,[esi]
678b2f|mov ebp,[edi]
678b33|mov esi,[ebx]
678b3424|mov esi,[esp]
678b36|mov esi,[esi]
678b37|mov esi,[edi]
678b3b|mov edi,[ebx]
678b3c24|mov edi,[esp]
678b3e|mov edi,[esi]
678b3f|mov edi,[edi]
678b4500|mov eax,[ebp]
678b4d00|mov ecx,[ebp]
678b5d00|mov ebx,[ebp]
678b6500|mov esp,[ebp]
678b6d00|mov ebp,[ebp]
678b7500|mov esi,[ebp]
678b7d00|mov edi,[ebp]
678c03|mov [ebx],es
678c0424|mov [esp],es
678c06|mov [esi],es
678c07|mov [edi],es
678c0b|mov [ebx],cs
678c0c24|mov [esp],cs
678c0e|mov [esi],cs
678c0f|mov [edi],cs
678c1b|mov [ebx],ds
678c1c24|mov [esp],ds
678c1e|mov [esi],ds
678c1f|mov [edi],ds
678c4500|mov [ebp],es
678c4d00|mov [ebp],cs
678c5d00|mov [ebp],ds
678d03|lea eax,[ebx]
678d0424|lea eax,[esp]
678d06|lea eax,[esi]
678d07|lea eax,[edi]
678d0b|lea ecx,[ebx]
678d0c24|lea ecx,[esp]
678d0e|lea ecx,[esi]
678d0f|lea ecx,[edi]
678d1b|lea ebx,[ebx]
678d1c24|lea ebx,[esp]
678d1e|lea ebx,[esi]
678d1f|lea ebx,[edi]
678d23|lea esp,[ebx]
678d2424|lea esp,[esp]
678d26|lea esp,[esi]
678d27|lea esp,[edi]
678d2b|lea ebp,[ebx]
678d2c24|lea ebp,[esp]
678d2e|lea ebp,[esi]
678d2f|lea ebp,[edi]
678d33|lea esi,[ebx]
678d3424|lea esi,[esp]
678d36|lea esi,[esi]
678d37|lea esi,[edi]
678d3b|lea edi,[ebx]
678d3c24|lea edi,[esp]
678d3e|lea edi,[esi]
678d3f|lea edi,[edi]
678d4500|lea eax,[ebp]
678d4d00|lea ecx,[ebp]
678d5d00|lea ebx,[ebp]
678d6500|lea esp,[ebp]
678d6d00|lea ebp,[ebp]
678d7500|lea esi,[ebp]
678d7d00|lea edi,[ebp]
678e03|mov es,[ebx]
678e0424|mov es,[esp]
678e06|mov es,[esi]
678e07|mov es,[edi]
678e0b|mov cs,[ebx]
678e0c24|mov cs,[esp]
678e0e|mov cs,[esi]
678e0f|mov cs,[edi]
678e1b|mov ds,[ebx]
678e1c24|mov ds,[esp]
678e1e|mov ds,[esi]
678e1f|mov ds,[edi]
678e4500|mov es,[ebp]
678e4d00|mov cs,[ebp]
678e5d00|mov ds,[ebp]
67e0fd|loopne 0x0,ecx
67e0fd|loopnz 0x0,ecx
67e1fd|loope 0x0,ecx
67e1fd|loopz 0x0,ecx
67e2fd|loop 0x0,ecx
 67e3fd|jecxz 0x0 
 67ff13|call [ebx] 
 67ff1424|call [esp] 
 67ff16|call [esi] 
 67ff17|call [edi] 
 67ff23|jmp [ebx] 
 67ff2424|jmp [esp] 
 67ff26|jmp [esi] 
 67ff27|jmp [edi] 
 67ff5500|call [ebp] 
 67ff6500|jmp [ebp] 
 6a00|push 0x0 
6bc000|imul eax,0x0
6bc900|imul ecx,0x0
6bdb00|imul ebx,0x0
6be400|imul esp,0x0
6bed00|imul ebp,0x0
6bf600|imul esi,0x0
6bff00|imul edi,0x0
 6c|insb 
 6d|insd 
80c100|add cl,0x0
80c200|add dl,0x0
80c300|add bl,0x0
80c400|add ah,0x0
80c500|add ch,0x0
80c600|add dh,0x0
80c700|add bh,0x0
80c900|or cl,0x0
80ca00|or dl,0x0
80cb00|or bl,0x0
80cc00|or ah,0x0
80cd00|or ch,0x0
80ce00|or dh,0x0
80cf00|or bh,0x0
80d100|adc cl,0x0
80d200|adc dl,0x0
80d300|adc bl,0x0
80d400|adc ah,0x0
80d500|adc ch,0x0
80d600|adc dh,0x0
80d700|adc bh,0x0
80d900|sbb cl,0x0
80da00|sbb dl,0x0
80db00|sbb bl,0x0
80dc00|sbb ah,0x0
80dd00|sbb ch,0x0
80de00|sbb dh,0x0
80df00|sbb bh,0x0
80e100|and cl,0x0
80e200|and dl,0x0
80e300|and bl,0x0
80e400|and ah,0x0
80e500|and ch,0x0
80e600|and dh,0x0
80e700|and bh,0x0
80e900|sub cl,0x0
80e900|sub cl,0x0
80ea00|sub dl,0x0
80ea00|sub dl,0x0
80eb00|sub bl,0x0
80eb00|sub bl,0x0
80ec00|sub ah,0x0
80ec00|sub ah,0x0
80ed00|sub ch,0x0
80ed00|sub ch,0x0
80ee00|sub dh,0x0
80ee00|sub dh,0x0
80ef00|sub bh,0x0
80ef00|sub bh,0x0
80f100|xor cl,0x0
80f100|xor cl,0x0
80f200|xor dl,0x0
80f200|xor dl,0x0
80f300|xor bl,0x0
80f300|xor bl,0x0
80f400|xor ah,0x0
80f400|xor ah,0x0
80f500|xor ch,0x0
80f500|xor ch,0x0
80f600|xor dh,0x0
80f600|xor dh,0x0
80f700|xor bh,0x0
80f700|xor bh,0x0
80f900|cmp cl,0x0
80fa00|cmp dl,0x0
80fb00|cmp bl,0x0
80fc00|cmp ah,0x0
80fd00|cmp ch,0x0
80fe00|cmp dh,0x0
80ff00|cmp bh,0x0
83c000|add eax,0x0
83c100|add ecx,0x0
83c300|add ebx,0x0
83c400|add esp,0x0
83c500|add ebp,0x0
83c600|add esi,0x0
83c700|add edi,0x0
83c800|or eax,0x0
83c900|or ecx,0x0
83cb00|or ebx,0x0
83cc00|or esp,0x0
83cd00|or ebp,0x0
83ce00|or esi,0x0
83cf00|or edi,0x0
83d000|adc eax,0x0
83d100|adc ecx,0x0
83d300|adc ebx,0x0
83d400|adc esp,0x0
83d500|adc ebp,0x0
83d600|adc esi,0x0
83d700|adc edi,0x0
83d800|sbb eax,0x0
83d900|sbb ecx,0x0
83db00|sbb ebx,0x0
83dc00|sbb esp,0x0
83dd00|sbb ebp,0x0
83de00|sbb esi,0x0
83df00|sbb edi,0x0
83e000|and eax,0x0
83e100|and ecx,0x0
83e300|and ebx,0x0
83e400|and esp,0x0
83e500|and ebp,0x0
83e600|and esi,0x0
83e700|and edi,0x0
83e800|sub eax,0x0
83e800|sub eax,0x0
83e900|sub ecx,0x0
83e900|sub ecx,0x0
83eb00|sub ebx,0x0
83eb00|sub ebx,0x0
83ec00|sub esp,0x0
83ec00|sub esp,0x0
83ed00|sub ebp,0x0
83ed00|sub ebp,0x0
83ee00|sub esi,0x0
83ee00|sub esi,0x0
83ef00|sub edi,0x0
83ef00|sub edi,0x0
83f000|xor eax,0x0
83f000|xor eax,0x0
83f100|xor ecx,0x0
83f100|xor ecx,0x0
83f300|xor ebx,0x0
83f300|xor ebx,0x0
83f400|xor esp,0x0
83f400|xor esp,0x0
83f500|xor ebp,0x0
83f500|xor ebp,0x0
83f600|xor esi,0x0
83f600|xor esi,0x0
83f700|xor edi,0x0
83f700|xor edi,0x0
83f800|cmp eax,0x0
83f900|cmp ecx,0x0
83fb00|cmp ebx,0x0
83fc00|cmp esp,0x0
83fd00|cmp ebp,0x0
83fe00|cmp esi,0x0
83ff00|cmp edi,0x0
8403|test al,[rbx]
8403|test [rbx],al
840424|test al,[rsp]
840424|test [rsp],al
84042500000000|test [0x0],al
84042500000000|test al,[0x0]
8406|test al,[rsi]
8406|test [rsi],al
8407|test al,[rdi]
8407|test [rdi],al
840b|test cl,[rbx]
840b|test [rbx],cl
840c24|test cl,[rsp]
840c24|test [rsp],cl
840c2500000000|test [0x0],cl
840c2500000000|test cl,[0x0]
840e|test cl,[rsi]
840e|test [rsi],cl
840f|test cl,[rdi]
840f|test [rdi],cl
8413|test dl,[rbx]
8413|test [rbx],dl
841424|test dl,[rsp]
841424|test [rsp],dl
84142500000000|test [0x0],dl
84142500000000|test dl,[0x0]
8416|test dl,[rsi]
8416|test [rsi],dl
8417|test dl,[rdi]
8417|test [rdi],dl
841b|test bl,[rbx]
841b|test [rbx],bl
841c24|test bl,[rsp]
841c24|test [rsp],bl
841c2500000000|test [0x0],bl
841c2500000000|test bl,[0x0]
841e|test bl,[rsi]
841e|test [rsi],bl
841f|test bl,[rdi]
841f|test [rdi],bl
8423|test ah,[rbx]
8423|test [rbx],ah
842424|test ah,[rsp]
842424|test [rsp],ah
84242500000000|test [0x0],ah
84242500000000|test ah,[0x0]
8426|test ah,[rsi]
8426|test [rsi],ah
8427|test ah,[rdi]
8427|test [rdi],ah
842b|test ch,[rbx]
842b|test [rbx],ch
842c24|test ch,[rsp]
842c24|test [rsp],ch
842c2500000000|test [0x0],ch
842c2500000000|test ch,[0x0]
842e|test ch,[rsi]
842e|test [rsi],ch
842f|test ch,[rdi]
842f|test [rdi],ch
8433|test dh,[rbx]
8433|test [rbx],dh
843424|test dh,[rsp]
843424|test [rsp],dh
84342500000000|test [0x0],dh
84342500000000|test dh,[0x0]
8436|test dh,[rsi]
8436|test [rsi],dh
8437|test dh,[rdi]
8437|test [rdi],dh
843b|test bh,[rbx]
843b|test [rbx],bh
843c24|test bh,[rsp]
843c24|test [rsp],bh
843c2500000000|test [0x0],bh
843c2500000000|test bh,[0x0]
843e|test bh,[rsi]
843e|test [rsi],bh
843f|test bh,[rdi]
843f|test [rdi],bh
844500|test al,[rbp]
844500|test [rbp],al
844d00|test cl,[rbp]
844d00|test [rbp],cl
845500|test dl,[rbp]
845500|test [rbp],dl
845d00|test bl,[rbp]
845d00|test [rbp],bl
846500|test ah,[rbp]
846500|test [rbp],ah
846d00|test ch,[rbp]
846d00|test [rbp],ch
847500|test dh,[rbp]
847500|test [rbp],dh
847d00|test bh,[rbp]
847d00|test [rbp],bh
84c0|test al,al
84c1|test cl,al
84c2|test dl,al
84c3|test bl,al
84c4|test ah,al
84c5|test ch,al
84c6|test dh,al
84c7|test bh,al
84c8|test al,cl
84c9|test cl,cl
84ca|test dl,cl
84cb|test bl,cl
84cc|test ah,cl
84cd|test ch,cl
84ce|test dh,cl
84cf|test bh,cl
84d0|test al,dl
84d1|test cl,dl
84d2|test dl,dl
84d3|test bl,dl
84d4|test ah,dl
84d5|test ch,dl
84d6|test dh,dl
84d7|test bh,dl
84d8|test al,bl
84d9|test cl,bl
84da|test dl,bl
84db|test bl,bl
84dc|test ah,bl
84dd|test ch,bl
84de|test dh,bl
84df|test bh,bl
84e0|test al,ah
84e1|test cl,ah
84e2|test dl,ah
84e3|test bl,ah
84e4|test ah,ah
84e5|test ch,ah
84e6|test dh,ah
84e7|test bh,ah
84e8|test al,ch
84e9|test cl,ch
84ea|test dl,ch
84eb|test bl,ch
84ec|test ah,ch
84ed|test ch,ch
84ee|test dh,ch
84ef|test bh,ch
84f0|test al,dh
84f1|test cl,dh
84f2|test dl,dh
84f3|test bl,dh
84f4|test ah,dh
84f5|test ch,dh
84f6|test dh,dh
84f7|test bh,dh
84f8|test al,bh
84f9|test cl,bh
84fa|test dl,bh
84fb|test bl,bh
84fc|test ah,bh
84fd|test ch,bh
84fe|test dh,bh
84ff|test bh,bh
8503|test eax,[rbx]
8503|test [rbx],eax
850424|test eax,[rsp]
850424|test [rsp],eax
85042500000000|test [0x0],eax
85042500000000|test eax,[0x0]
8506|test eax,[rsi]
8506|test [rsi],eax
8507|test eax,[rdi]
8507|test [rdi],eax
850b|test ecx,[rbx]
850b|test [rbx],ecx
850c24|test ecx,[rsp]
850c24|test [rsp],ecx
850c2500000000|test [0x0],ecx
850c2500000000|test ecx,[0x0]
850e|test ecx,[rsi]
850e|test [rsi],ecx
850f|test ecx,[rdi]
850f|test [rdi],ecx
851b|test ebx,[rbx]
851b|test [rbx],ebx
851c24|test ebx,[rsp]
851c24|test [rsp],ebx
851c2500000000|test [0x0],ebx
851c2500000000|test ebx,[0x0]
851e|test ebx,[rsi]
851e|test [rsi],ebx
851f|test ebx,[rdi]
851f|test [rdi],ebx
8523|test esp,[rbx]
8523|test [rbx],esp
852424|test esp,[rsp]
852424|test [rsp],esp
85242500000000|test [0x0],esp
85242500000000|test esp,[0x0]
8526|test esp,[rsi]
8526|test [rsi],esp
8527|test esp,[rdi]
8527|test [rdi],esp
852b|test ebp,[rbx]
852b|test [rbx],ebp
852c24|test ebp,[rsp]
852c24|test [rsp],ebp
852c2500000000|test [0x0],ebp
852c2500000000|test ebp,[0x0]
852e|test ebp,[rsi]
852e|test [rsi],ebp
852f|test ebp,[rdi]
852f|test [rdi],ebp
8533|test esi,[rbx]
8533|test [rbx],esi
853424|test esi,[rsp]
853424|test [rsp],esi
85342500000000|test [0x0],esi
85342500000000|test esi,[0x0]
8536|test esi,[rsi]
8536|test [rsi],esi
8537|test esi,[rdi]
8537|test [rdi],esi
853b|test edi,[rbx]
853b|test [rbx],edi
853c24|test edi,[rsp]
853c24|test [rsp],edi
853c2500000000|test [0x0],edi
853c2500000000|test edi,[0x0]
853e|test edi,[rsi]
853e|test [rsi],edi
853f|test edi,[rdi]
853f|test [rdi],edi
854500|test eax,[rbp]
854500|test [rbp],eax
854d00|test ecx,[rbp]
854d00|test [rbp],ecx
855d00|test ebx,[rbp]
855d00|test [rbp],ebx
856500|test esp,[rbp]
856500|test [rbp],esp
856d00|test ebp,[rbp]
856d00|test [rbp],ebp
857500|test esi,[rbp]
857500|test [rbp],esi
857d00|test edi,[rbp]
857d00|test [rbp],edi
85c0|test eax,eax
85c1|test ecx,eax
85c3|test ebx,eax
85c4|test esp,eax
85c5|test ebp,eax
85c6|test esi,eax
85c7|test edi,eax
85c8|test eax,ecx
85c9|test ecx,ecx
85cb|test ebx,ecx
85cc|test esp,ecx
85cd|test ebp,ecx
85ce|test esi,ecx
85cf|test edi,ecx
85d8|test eax,ebx
85d9|test ecx,ebx
85db|test ebx,ebx
85dc|test esp,ebx
85dd|test ebp,ebx
85de|test esi,ebx
85df|test edi,ebx
85e0|test eax,esp
85e1|test ecx,esp
85e3|test ebx,esp
85e4|test esp,esp
85e5|test ebp,esp
85e6|test esi,esp
85e7|test edi,esp
85e8|test eax,ebp
85e9|test ecx,ebp
85eb|test ebx,ebp
85ec|test esp,ebp
85ed|test ebp,ebp
85ee|test esi,ebp
85ef|test edi,ebp
85f0|test eax,esi
85f1|test ecx,esi
85f3|test ebx,esi
85f4|test esp,esi
85f5|test ebp,esi
85f6|test esi,esi
85f7|test edi,esi
85f8|test eax,edi
85f9|test ecx,edi
85fb|test ebx,edi
85fc|test esp,edi
85fd|test ebp,edi
85fe|test esi,edi
85ff|test edi,edi
8603|xchg al,[rbx]
8603|xchg [rbx],al
860424|xchg al,[rsp]
860424|xchg [rsp],al
86042500000000|xchg [0x0],al
86042500000000|xchg al,[0x0]
8606|xchg al,[rsi]
8606|xchg [rsi],al
8607|xchg al,[rdi]
8607|xchg [rdi],al
860b|xchg cl,[rbx]
860b|xchg [rbx],cl
860c24|xchg cl,[rsp]
860c24|xchg [rsp],cl
860c2500000000|xchg [0x0],cl
860c2500000000|xchg cl,[0x0]
860e|xchg cl,[rsi]
860e|xchg [rsi],cl
860f|xchg cl,[rdi]
860f|xchg [rdi],cl
8613|xchg dl,[rbx]
8613|xchg [rbx],dl
861424|xchg dl,[rsp]
861424|xchg [rsp],dl
86142500000000|xchg [0x0],dl
86142500000000|xchg dl,[0x0]
8616|xchg dl,[rsi]
8616|xchg [rsi],dl
8617|xchg dl,[rdi]
8617|xchg [rdi],dl
861b|xchg bl,[rbx]
861b|xchg [rbx],bl
861c24|xchg bl,[rsp]
861c24|xchg [rsp],bl
861c2500000000|xchg [0x0],bl
861c2500000000|xchg bl,[0x0]
861e|xchg bl,[rsi]
861e|xchg [rsi],bl
861f|xchg bl,[rdi]
861f|xchg [rdi],bl
8623|xchg ah,[rbx]
8623|xchg [rbx],ah
862424|xchg ah,[rsp]
862424|xchg [rsp],ah
86242500000000|xchg [0x0],ah
86242500000000|xchg ah,[0x0]
8626|xchg ah,[rsi]
8626|xchg [rsi],ah
8627|xchg ah,[rdi]
8627|xchg [rdi],ah
862b|xchg ch,[rbx]
862b|xchg [rbx],ch
862c24|xchg ch,[rsp]
862c24|xchg [rsp],ch
862c2500000000|xchg [0x0],ch
862c2500000000|xchg ch,[0x0]
862e|xchg ch,[rsi]
862e|xchg [rsi],ch
862f|xchg ch,[rdi]
862f|xchg [rdi],ch
8633|xchg dh,[rbx]
8633|xchg [rbx],dh
863424|xchg dh,[rsp]
863424|xchg [rsp],dh
86342500000000|xchg [0x0],dh
86342500000000|xchg dh,[0x0]
8636|xchg dh,[rsi]
8636|xchg [rsi],dh
8637|xchg dh,[rdi]
8637|xchg [rdi],dh
863b|xchg bh,[rbx]
863b|xchg [rbx],bh
863c24|xchg bh,[rsp]
863c24|xchg [rsp],bh
863c2500000000|xchg [0x0],bh
863c2500000000|xchg bh,[0x0]
863e|xchg bh,[rsi]
863e|xchg [rsi],bh
863f|xchg bh,[rdi]
863f|xchg [rdi],bh
864500|xchg al,[rbp]
864500|xchg [rbp],al
864d00|xchg cl,[rbp]
864d00|xchg [rbp],cl
865500|xchg dl,[rbp]
865500|xchg [rbp],dl
865d00|xchg bl,[rbp]
865d00|xchg [rbp],bl
866500|xchg ah,[rbp]
866500|xchg [rbp],ah
866d00|xchg ch,[rbp]
866d00|xchg [rbp],ch
867500|xchg dh,[rbp]
867500|xchg [rbp],dh
867d00|xchg bh,[rbp]
867d00|xchg [rbp],bh
86c0|xchg al,al
86c1|xchg al,cl
86c2|xchg al,dl
86c3|xchg al,bl
86c4|xchg al,ah
86c5|xchg al,ch
86c6|xchg al,dh
86c7|xchg al,bh
86c8|xchg cl,al
86c9|xchg cl,cl
86ca|xchg cl,dl
86cb|xchg cl,bl
86cc|xchg cl,ah
86cd|xchg cl,ch
86ce|xchg cl,dh
86cf|xchg cl,bh
86d0|xchg dl,al
86d1|xchg dl,cl
86d2|xchg dl,dl
86d3|xchg dl,bl
86d4|xchg dl,ah
86d5|xchg dl,ch
86d6|xchg dl,dh
86d7|xchg dl,bh
86d8|xchg bl,al
86d9|xchg bl,cl
86da|xchg bl,dl
86db|xchg bl,bl
86dc|xchg bl,ah
86dd|xchg bl,ch
86de|xchg bl,dh
86df|xchg bl,bh
86e0|xchg ah,al
86e1|xchg ah,cl
86e2|xchg ah,dl
86e3|xchg ah,bl
86e4|xchg ah,ah
86e5|xchg ah,ch
86e6|xchg ah,dh
86e7|xchg ah,bh
86e8|xchg ch,al
86e9|xchg ch,cl
86ea|xchg ch,dl
86eb|xchg ch,bl
86ec|xchg ch,ah
86ed|xchg ch,ch
86ee|xchg ch,dh
86ef|xchg ch,bh
86f0|xchg dh,al
86f1|xchg dh,cl
86f2|xchg dh,dl
86f3|xchg dh,bl
86f4|xchg dh,ah
86f5|xchg dh,ch
86f6|xchg dh,dh
86f7|xchg dh,bh
86f8|xchg bh,al
86f9|xchg bh,cl
86fa|xchg bh,dl
86fb|xchg bh,bl
86fc|xchg bh,ah
86fd|xchg bh,ch
86fe|xchg bh,dh
86ff|xchg bh,bh
8703|xchg eax,[rbx]
8703|xchg [rbx],eax
870424|xchg eax,[rsp]
870424|xchg [rsp],eax
87042500000000|xchg [0x0],eax
87042500000000|xchg eax,[0x0]
8706|xchg eax,[rsi]
8706|xchg [rsi],eax
8707|xchg eax,[rdi]
8707|xchg [rdi],eax
870b|xchg ecx,[rbx]
870b|xchg [rbx],ecx
870c24|xchg ecx,[rsp]
870c24|xchg [rsp],ecx
870c2500000000|xchg [0x0],ecx
870c2500000000|xchg ecx,[0x0]
870e|xchg ecx,[rsi]
870e|xchg [rsi],ecx
870f|xchg ecx,[rdi]
870f|xchg [rdi],ecx
871b|xchg ebx,[rbx]
871b|xchg [rbx],ebx
871c24|xchg ebx,[rsp]
871c24|xchg [rsp],ebx
871c2500000000|xchg [0x0],ebx
871c2500000000|xchg ebx,[0x0]
871e|xchg ebx,[rsi]
871e|xchg [rsi],ebx
871f|xchg ebx,[rdi]
871f|xchg [rdi],ebx
8723|xchg esp,[rbx]
8723|xchg [rbx],esp
872424|xchg esp,[rsp]
872424|xchg [rsp],esp
87242500000000|xchg [0x0],esp
87242500000000|xchg esp,[0x0]
8726|xchg esp,[rsi]
8726|xchg [rsi],esp
8727|xchg esp,[rdi]
8727|xchg [rdi],esp
872b|xchg ebp,[rbx]
872b|xchg [rbx],ebp
872c24|xchg ebp,[rsp]
872c24|xchg [rsp],ebp
872c2500000000|xchg [0x0],ebp
872c2500000000|xchg ebp,[0x0]
872e|xchg ebp,[rsi]
872e|xchg [rsi],ebp
872f|xchg ebp,[rdi]
872f|xchg [rdi],ebp
8733|xchg esi,[rbx]
8733|xchg [rbx],esi
873424|xchg esi,[rsp]
873424|xchg [rsp],esi
87342500000000|xchg [0x0],esi
87342500000000|xchg esi,[0x0]
8736|xchg esi,[rsi]
8736|xchg [rsi],esi
8737|xchg esi,[rdi]
8737|xchg [rdi],esi
873b|xchg edi,[rbx]
873b|xchg [rbx],edi
873c24|xchg edi,[rsp]
873c24|xchg [rsp],edi
873c2500000000|xchg [0x0],edi
873c2500000000|xchg edi,[0x0]
873e|xchg edi,[rsi]
873e|xchg [rsi],edi
873f|xchg edi,[rdi]
873f|xchg [rdi],edi
874500|xchg eax,[rbp]
874500|xchg [rbp],eax
874d00|xchg ecx,[rbp]
874d00|xchg [rbp],ecx
875d00|xchg ebx,[rbp]
875d00|xchg [rbp],ebx
876500|xchg esp,[rbp]
876500|xchg [rbp],esp
876d00|xchg ebp,[rbp]
876d00|xchg [rbp],ebp
877500|xchg esi,[rbp]
877500|xchg [rbp],esi
877d00|xchg edi,[rbp]
877d00|xchg [rbp],edi
87c0|xchg eax,eax
87c9|xchg ecx,ecx
87cb|xchg ecx,ebx
87cc|xchg ecx,esp
87cd|xchg ecx,ebp
87ce|xchg ecx,esi
87cf|xchg ecx,edi
87d9|xchg ebx,ecx
87db|xchg ebx,ebx
87dc|xchg ebx,esp
87dd|xchg ebx,ebp
87de|xchg ebx,esi
87df|xchg ebx,edi
87e1|xchg esp,ecx
87e3|xchg esp,ebx
87e4|xchg esp,esp
87e5|xchg esp,ebp
87e6|xchg esp,esi
87e7|xchg esp,edi
87e9|xchg ebp,ecx
87eb|xchg ebp,ebx
87ec|xchg ebp,esp
87ed|xchg ebp,ebp
87ee|xchg ebp,esi
87ef|xchg ebp,edi
87f1|xchg esi,ecx
87f3|xchg esi,ebx
87f4|xchg esi,esp
87f5|xchg esi,ebp
87f6|xchg esi,esi
87f7|xchg esi,edi
87f9|xchg edi,ecx
87fb|xchg edi,ebx
87fc|xchg edi,esp
87fd|xchg edi,ebp
87fe|xchg edi,esi
87ff|xchg edi,edi
8803|mov [rbx],al
880424|mov [rsp],al
88042500000000|mov [0x0],al
8806|mov [rsi],al
8807|mov [rdi],al
880b|mov [rbx],cl
880c24|mov [rsp],cl
880c2500000000|mov [0x0],cl
880e|mov [rsi],cl
880f|mov [rdi],cl
8813|mov [rbx],dl
881424|mov [rsp],dl
88142500000000|mov [0x0],dl
8816|mov [rsi],dl
8817|mov [rdi],dl
881b|mov [rbx],bl
881c24|mov [rsp],bl
881c2500000000|mov [0x0],bl
881e|mov [rsi],bl
881f|mov [rdi],bl
8823|mov [rbx],ah
882424|mov [rsp],ah
88242500000000|mov [0x0],ah
8826|mov [rsi],ah
8827|mov [rdi],ah
882b|mov [rbx],ch
882c24|mov [rsp],ch
882c2500000000|mov [0x0],ch
882e|mov [rsi],ch
882f|mov [rdi],ch
8833|mov [rbx],dh
883424|mov [rsp],dh
88342500000000|mov [0x0],dh
8836|mov [rsi],dh
8837|mov [rdi],dh
883b|mov [rbx],bh
883c24|mov [rsp],bh
883c2500000000|mov [0x0],bh
883e|mov [rsi],bh
883f|mov [rdi],bh
884500|mov [rbp],al
884d00|mov [rbp],cl
885500|mov [rbp],dl
885d00|mov [rbp],bl
886500|mov [rbp],ah
886d00|mov [rbp],ch
887500|mov [rbp],dh
887d00|mov [rbp],bh
88c0|mov al,al
